,result,score,target
164,POSITIVE,0.7557666897773743,"Her dad Michael, aka Wong Man-tak, is best known for starring in hits like Legacy of Rage, Beast Cops, Ip Man: Kung Fu Master and A Guilty Conscience, while her mum Ma is a famous model from the 80s."
165,NEGATIVE,0.22216425836086273,"Wong definitely has creativity in her genes. The self-taught photographer launched Casa of Love to put the spotlight on LGBTQ+ relationships. She featured intimate portraits of female couples in bed for the project, and also used it as a storytelling platform to highlight local artists and designers. It’s unclear whether she still runs it though, as the page has since been deleted."
166,POSITIVE,0.7208172678947449,"In a 2020 interview with Hong Kong media, Wong said she prefers taking photos of people over everything else and likes to play with light and shadow."
167,POSITIVE,0.7131302356719971,"Wong cut her teeth in fashion, interning with prestigious names like Christian Dior and Lane Crawford before launching her own brand, Basics for Basics. Founded in 2015, the slow fashion label focuses on elevated casual wear with a sustainable approach."
168,NEUTRAL,0.4145735204219818,"She told Hong Kong media that after graduating from fashion school, she realised she had no interest in acting and wasn’t tall enough to be a model, so she started her clothing venture instead."
169,NEUTRAL,0.6705711483955383,"“[Basics for Basics is] aligned with my own values, which are to promote equal and fair treatment to all,” she said. According to the brand’s official Instagram page, it’s “currently taking a break”, while Wong’s bio states that the entrepreneur is “currently brewing something new”, so it seems like she’s got another project in the pipeline. Stay tuned!"
170,NEUTRAL,0.44606977701187134,"Last September, Wong married her then-girlfriend Chen-Fernandez at an outdoor camp at Joshua Tree, a park in California, according to 8 Days. Wong opted for a summery white gown with trainers, while Chen-Fernandez rocked a cream suit with a fedora hat."
171,NEUTRAL,0.496343731880188,"Fernandez-Chen is the granddaughter of property giant Hang Lung Group’s co-founder Thomas Chen and the founder of The Wild Lot, an experimental space in Sheung Wan, Hong Kong."
172,NEUTRAL,0.45257362723350525,"According to Dirt, the billionaire heiress and her new wife seriously splashed out on their 7,800 sq ft home in LA in May. The roomy abode is complete with a spacious backyard, built-in barbecue with a pizza oven, walk-in wardrobe, saltwater pool, spa and more. According to 8 Days, the newlyweds moved to the US via private jet with their dogs at the end of the pandemic."
173,POSITIVE,0.858017086982727,"As the child of a celebrity couple in Hong Kong, Wong has used her voice for good, promoting everything LGBTQ+ from representation to ethical fashion."
174,NEUTRAL,0.6593024134635925,"During Pride Month last year, Wong helped support The Wild Lot’s Ride or Pride event which was described as a “one-of-a-kind, rainbow unicorn-biker-themed block party”. Her brand Basics for Basics also previously released a collection with 10 per cent of all sales going to a local LGBTQ+ organisation, per The Mil Source. Wong is also very open about her sexuality these days and is willing to speak up for LGBTQ+ causes in interviews."
175,POSITIVE,0.8044500946998596,Kayla is close to both her mum and dad. She regularly shares photos with both of them and credits them for her success.
176,POSITIVE,0.9010011553764343,"While her parents remain based in Hong Kong, Kayla is starting her new life in California – and we can’t wait to see what she launches next."
177,NEUTRAL,0.6655685901641846,"Want more stories like this? Follow Style on Facebook, Instagram and YouTube."
178,NEUTRAL,0.5627646446228027,Shop with pride – and purpose – this month!
179,POSITIVE,0.910493791103363,"As June is dedicated to LGBTQ+ representation and celebration, many brands launch limited capsule collections exclusively themed around all things Pride."
180,POSITIVE,0.8469629883766174,"From Jean Paul Gaultier and Coach to Betsey Johnson, shop at these labels for some wonderful pieces, while knowing that they are giving back to globally renowned LGBTQ+ charities and communities."
181,POSITIVE,0.8319425582885742,Here are five of our favourite collections so far.
182,POSITIVE,0.7277709245681763,"The French design house has waved the flag for radical acceptance since the very start of its launch in 1976. This year it has merged fashion and beauty to give a very simple and impactful message with the launch of the limited-edition Pride perfume bottles, available in the iconic Classique and Le Male bottles."
183,POSITIVE,0.7942394614219666,The new Pride 2023 collection features a chrome-plated body inspired by the house’s iconic archives emblazoned with the slogan “Get Used to It!” The world-famous bottles mimic the shape of a naked torso and the scents notes of woody citrus paired with orange and neroli for a zesty yet decadent scent.
184,POSITIVE,0.80938321352005,"Jean Paul Gaultier continues to support associations making a difference. It has partnered with LGBTQ+ organisations such as The Center in New York City, Le Refuge in France and Cogam in Spain."
185,POSITIVE,0.9581469297409058,Coach released a capsule collection that focuses on the theme of “Courage to Be Real”. The brand took inspiration from New York’s vibrant LGBTQ+ enclaves in Fire Island Pines and Cherry Grove in its photos and films.
186,POSITIVE,0.8330346941947937,"The campaign features influencers including Fran Tirado and Ashley Lukashevsky who model the capsule collection’s line-up of camp shirts, knit tank tops, shorts, footwear and accessories. One of the stand-out series is the Cashin Carry 22 bags inspired by the 1969 Cashin Carry totes created by Coach’s first lead designer, Bonnie Cashin."
187,POSITIVE,0.9596912860870361,The brand has long partnered with the Hetrick-Martin Institute to create safe spaces for LGBTQ+ youth.
188,POSITIVE,0.8034594058990479,"Loved by celebrities and renowned for her statement designs and accessories, Betsey Johnson’s Pride collection is full of bejewelled shoes and unique and quirky handbags – including a disco ball-shaped bag, diamante phone-shaped bag and even a bag in the shape of a cocktail!"
189,POSITIVE,0.94664067029953,"The brand has partnered with the Happy Hippie Foundation, a non-profit organisation founded by Miley Cyrus. Throughout June, Betsey Johnson will donate US$1 for every purchase from the Pride collection to the charity."
190,POSITIVE,0.8904130458831787,"The foundation’s mission is to provide homeless youth, LGBTQ+ youth and other vulnerable people support services, education and employment opportunities."
191,POSITIVE,0.7384191155433655,"Boss celebrates Pride Month with a gender-neutral Keith Haring collection. The limited-edition capsule collection includes shirts, socks, shorts and hoodies with each piece including touches of the rainbow Pride flag along the trim."
192,POSITIVE,0.8045661449432373,"10 most popular luxury brands in the world, ranked – but who’s No 1?"
193,POSITIVE,0.9142534136772156,Keith Haring was an American artist whose pop art emerged from the New York City graffiti subculture of the 1980s. His art commented on societal themes such as Aids.
194,POSITIVE,0.8548368215560913,"This Pride, Boss will be making a contribution to the International Lesbian, Gay, Bisexual, Trans and Intersex Association (ILGA)."
195,POSITIVE,0.7416950464248657,Calvin Klein’s Pride capsule collection features the brand’s signature minimalism with a colourfully inclusive spin for the month.
196,NEUTRAL,0.42951664328575134,"The brand is celebrating the LGBTQ+ community with unisex pieces with the theme “Let it Out”. It features a palette of red, orange, tonal yellows and blues in both matt and colour-blocked silhouettes. The collection features underwear, loungewear, separates and several styles of sunglasses."
197,POSITIVE,0.8572971224784851,"Calvin Klein’s Pride collection is also accompanied by the brand’s latest non-profit partnerships, which have seen over US$220,000 donated to organisations including the Transgender Law Center and PFLAG National so far this year, per Content Works Agency."
198,NEUTRAL,0.6655685901641846,"Want more stories like this? Follow Style on Facebook, Instagram and YouTube."
199,POSITIVE,0.9145838618278503,"The Philippines is known as a beauty pageant powerhouse, with many treating the competitions like a national sport."
200,NEUTRAL,0.6520711183547974,"As the Philippines is home to a majority Roman Catholic population and known as relatively conservative regarding LGBTQ+ issues, this news is considered a big deal. Especially when the rising model is proudly speaking up and ready to take the world by storm."
201,POSITIVE,0.8835331201553345,Let’s meet the beauty queen who hopes to show her country that she’s a transformational leader using her new platform for good.
202,POSITIVE,0.8471243381500244,"Dee said she decided to put an end to the speculation around her sexuality by disclosing her sexual orientation. She told Mega, “I’m attracted to all forms of beauty, all shapes and sizes.” The pageant queen said she has always identified as bisexual but decided not to speak about it during the national beauty contest because “it wasn’t the right time”."
203,NEUTRAL,0.5022876858711243,"She said she wanted to speak about her sexual orientation in her own time and coming out during the competition would “cloud everyone’s judgment”. She added that, after she was crowned, old images of her were being circulated and the model knew there was a malicious intention to “make me feel like I was not worthy of the crown”."
204,POSITIVE,0.706097424030304,"She said by taking matters into her own hands, she was controlling the narrative around her own life and wouldn’t allow people to dictate to her. Since then, Dee has proudly posted on several social media outlets that she’s bisexual."
205,POSITIVE,0.928732693195343,"It was Dee’s response that appeared to resonate well with the crowd and judges. She said that “the true heart and soul of the Philippines [is] with the way we are hospitable, with the warm smiles … And we are the reason why the world keeps coming back for more.” She said she would always be proud to “call myself Pinoy”."
206,NEGATIVE,0.09206369519233704,"The competition wasn’t her first rodeo though. In 2019, she was crowned Miss World Philippines and represented her country in the global competition in London, England. But she told Mega that the Covid-19 pandemic didn’t allow her to maximise her reign. Now, as Miss Universe Philippines, she’s got the platform she always wanted."
207,POSITIVE,0.7142797708511353,"Although the model declared that the Philippines would always be considered home, according to Harper’s Bazaar Arabia, she had an international upbringing."
208,NEGATIVE,0.36474624276161194,"She was born in Makati, Metro Manila. TheSmartLocal reports her family left the Philippines for the US when she was three. There, her stepfather had a ranch in Utah and that was where the model learned how to ride horses and herd animals, states the source."
209,NEUTRAL,0.6718401312828064,"According to Mega, her family returned to the Philippines when she was around 10. It was during this time that she focused on creative arts like photography, editing and media creation."
210,POSITIVE,0.9786713123321533,Where is Anna Nicole Smith’s lookalike daughter Dannielynn Birkhead now?
211,POSITIVE,0.8736613392829895,"Dee has been outspoken about her active lifestyle and has a particular love of the water. She is a free diver and posted an image of herself under water at Flower Island Resort, Palawan last year. Free diving relies on natural breath holding until resurfacing instead of using apparatus like scuba gear."
212,POSITIVE,0.7775449156761169,"Once look at her Instagram page and you’ll see that Dee is an accomplished model. Per Harper’s Bazaar Arabia, she is signed to Click Model Management in New York and has worked with a number of well-known brands such as Longchamp."
213,NEUTRAL,0.4918830990791321,"According to TheSmartLocal , Dee delved into showbiz in 2019 and hosted lifestyle show Glow Up. She has starred in other TV projects including I Left My Heart in Sorsogon and Mga Lihim Ni Urduja."
214,NEGATIVE,0.11559551954269409,"Her mum is Melanie Marquez, an actress and model who won Miss International Philippines in 1979. According to TheSmartLocal, her grandfather’s brother was Dee Ching Chuan, the founder of China Bank."
215,POSITIVE,0.7225823998451233,"Many of her relatives are still part of the company’s board, states the source. Yu Hung-chun, who was the principal adviser to the president of China in the 1950s, is Dee’s paternal great-grandfather."
216,NEUTRAL,0.5761191248893738,"Dee graduated with a degree in psychology from De La Salle University in 2017. According to TheSmartLocal, she has two siblings on the autism spectrum, Mazen and Adam. At 16, she became an advocate for autism awareness and has since worked with organisations to promote awareness of the condition. In 2020, the model was named the Goodwill Ambassador of the Autism Society Philippines."
217,NEUTRAL,0.6655685901641846,"Want more stories like this? Follow Style on Facebook, Instagram and YouTube."
218,POSITIVE,0.7730982303619385,"Malaysian gay rights activists have condemned “deeply unsettling” government raids on Swatch outlets to seize pride-themed watches, as the nation’s LGBTQ community meet growing intolerance by Muslim conservatives."
219,POSITIVE,0.9658014178276062,"The watches, from Swatch’s Pride Collection, timed for release before next month’s global Pride Month, feature rainbow colours along with messages of peace and love."
220,NEGATIVE,0.24651610851287842,"Raids by Home Ministry agents took place on May 13 to 14 across 11 Swatch outlets in Malaysia, mostly in major shopping centres, according to a seizure notice seen by This Week in Asia."
221,NEGATIVE,0.3321673572063446,"An event for the LGBTQ community due to have been held on May 27 at Singapore’s Capitol Theatre was cancelled owing to a misunderstanding caused by a lapse in communication, the theatre’s operator said. It was not because of concerns over its LGBTQ nature as alleged by some, it added."
222,NEGATIVE,0.17136652767658234,"The party event, called Slay Harajuku, was cancelled because it was an electronic dance music (EDM) event, the Capitol Theatre’s operator IMC Group Asia told TODAY in response to queries."
223,NEGATIVE,0.2591177523136139,The firm had decided not to hold EDM events at the theatre in future after a New Year’s Eve EDM party there left the premises “in an extremely bad condition”.
224,NEUTRAL,0.5026684999465942,"However, this change of policy was “not communicated effectively to our venues management team”, an IMC Group Asia spokesperson said."
225,NEUTRAL,0.5198154449462891,"The event’s organiser Slay LA, which is based in Los Angeles in the United States, said in an Instagram post that the firm had booked and paid for the venue in March and was not proceeding with Slay Harajuku, including at any other venue, “with a heavy heart”."
226,POSITIVE,0.819048285484314,"The company, which specialises in LGBTQ events, alleged that Perennial Holdings, the owner of Capitol Theatre, had expressed concerns about the event to IMC Group Asia, referring to its discomfort “with Slay being a ‘gay event’”."
227,NEUTRAL,0.5850045084953308,"Responding to TODAY’s queries, Perennial Holdings did not directly answer the allegation about the gay nature of the event, but pointed to IMC Group Asia’s statement that the reason for the cancellation was because it was an EDM event."
228,NEUTRAL,0.5473818182945251,"“As the landlord of Capitol Singapore, we uphold a key responsibility to our stakeholders and community to manage the heritage property well,” it said."
229,POSITIVE,0.9346815347671509,"This includes “taking into consideration the views of our immediate and surrounding stakeholders, including the religious community in close vicinity such as the church and mosque”."
230,POSITIVE,0.8848847150802612,Slay LA said that it had put out marketing campaigns for interested participants to save the date and expected about 600 to 700 partygoers to attend the Japanese-themed event.
231,NEGATIVE,0.11647125333547592,"With the event now cancelled, it expects to lose “tens of thousands of dollars” in sponsorship deals and ticketing revenue."
232,NEUTRAL,0.6379827260971069,"The firm had previously organised two LGBTQ events in Singapore, with its latest event, Aqueerium, attracting throngs of partygoers to Rumours Beach Club where the event was held."
233,NEGATIVE,0.14175523817539215,"In response to TODAY’s queries, Slay LA said that the firm “had planned for two live DJ performances, dance performances [as well as] a drag performance” for the now-cancelled party."
234,POSITIVE,0.7460500001907349,"Slay LA said that Perennial Holdings was also concerned about “noise complaints” from nearby tenants as well as potential “rowdiness”, but this was not stated before the venue hire agreement."
235,NEUTRAL,0.49594423174858093,"Speaking to TODAY, IMC Group Asia referred to the company’s earlier experience with hosting an EDM event at Capitol Theatre, as it clarified the rationale behind the event’s cancellation."
236,NEUTRAL,0.4705337584018707,IMC Group Asia took over the management of the Capitol Theatre from Perennial Holdings in January 2021.
237,NEGATIVE,0.3890317976474762,The company said that it has since abided by the guideline to avoid hosting EDM events at Capitol Theatre.
